TEXT,POS_GROUPED
à,VERB
annonçiou,VERB
l,PRON
’,PUNCT
arrivo,NOUN
de,FUNC
compagnie,NOUN
do,FUNC
petròlio,NOUN
.,PUNCT
O,PRON
Maduro,NOUN
",",PUNCT
accaxonou,VERB
de,FUNC
narcoterroriximo,NOUN
",",PUNCT
o,PRON
s,PRON
’,PUNCT
é,VERB
proclammou,VERB
innoçente,NOUN
.,PUNCT
A,PRON
Delcy,NOUN
Rodriguez,NOUN
a,PRON
l,PRON
’,PUNCT
é,VERB
stæta,VERB
incarregâ,VERB
prescidente,NOUN
ad,OTHER
interim,OTHER
.,PUNCT
Oua,ADV
o,PRON
Trump,NOUN
o,PRON
veu,VERB
à,PRON
Groenlandia,NOUN
:,PUNCT
«,PUNCT
N,PRON
’,PUNCT
emmo,VERB
de,FUNC
beseugno,NOUN
pe-a,FUNC
seguessa,NOUN
naçionale,ADJ
",",PUNCT
a,PRON
Danimarca,NOUN
a,PRON
no,ADV
saià,VERB
boña,ADJ
à,FUNC
dâghe,VERB
a,FUNC
mente,NOUN
»,PUNCT
.,PUNCT
Gh,PRON
’,PUNCT
é,VERB
anche,ADV
l,PRON
’,PUNCT
ipòtexi,NOUN
de,FUNC
mandâghe,VERB
l,PRON
’,PUNCT
exerçito,NOUN
pe,FUNC
piggiâla,VERB
.,PUNCT
L,PRON
’,PUNCT
Union,NOUN
europea,ADJ
invexendâ,ADJ
:,PUNCT
«,PUNCT
A,PRON
l,PRON
’,PUNCT
é,VERB
autònoma,ADJ
",",PUNCT
a,PRON
va,VERB
respettâ,VERB
»,PUNCT
.,PUNCT
A,PRON
Procua,NOUN
de,FUNC
Sion,NOUN
a,PRON
l,PRON
’,PUNCT
à,VERB
commandou,VERB
l,PRON
’,PUNCT
arresto,NOUN
pe-o,FUNC
Jacques,NOUN
Moretti,NOUN
",",PUNCT
o,PRON
baccan,NOUN
do,FUNC
locale,NOUN
La,PRON
Constellation,NOUN
de,FUNC
Crans-Montana,NOUN
",",PUNCT
in,FUNC
Svissera,NOUN
",",PUNCT
donde,ADV
l,PRON
’,PUNCT
é,VERB
avvegnuo,VERB
l,PRON
’,PUNCT
inçendio,NOUN
do,FUNC
Primmo,ADJ
de,FUNC
l,PRON
’,PUNCT
anno,NOUN
con,FUNC
40,ADJ
mòrti,NOUN
",",PUNCT
squæxi,ADV
tutti,ADJ
zoenòtti,NOUN
.,PUNCT
Pe-a,FUNC
moggê,NOUN
Jessica,NOUN
l,PRON
’,PUNCT
é,VERB
stæto,VERB
dispòsto,VERB
l,PRON
’,PUNCT
arresto,NOUN
in,FUNC
cà,NOUN
.,PUNCT
O,PRON
provedimento,NOUN
",",PUNCT
arrivou,ADJ
dòppo,ADV
l,PRON
’,PUNCT
interrogatöio,NOUN
into,FUNC
giorno,NOUN
da,FUNC
commemoraçion,NOUN
de,FUNC
vittime,NOUN
à,FUNC
Matigny,NOUN
",",PUNCT
o,PRON
l,PRON
’,PUNCT
é,VERB
stæto,VERB
giustificou,VERB
co-o,FUNC
reisego,NOUN
de,FUNC
fuga,NOUN
.,PUNCT
«,PUNCT
No,ADV
çerchiemo,VEREB
de,FUNC
tiâse,VERB
feua,ADV
da-e,FUNC
nòstre,ADJ
responsabilitæ,NOUN
",",PUNCT
semmo,VERB
devastæ,VERB
da-o,FUNC
dô,NOUN
»,PUNCT
",",PUNCT
aivan,VERB
dito,VERB
.,PUNCT
O,PRON
scindico,NOUN
Nicolas,NOUN
Féraud,NOUN
o,PRON
no,ADV
veu,VERB
parlâ,VERB
de,FUNC
dimiscioin,NOUN
.,PUNCT
I,PRON
prescidenti,NOUN
italian,ADJ
e,FUNC
franseise,ADJ
",",PUNCT
o,PRON
Mattarella,NOUN
e,FUNC
o,PRON
Macron,NOUN
",",PUNCT
an,VERB
domandou,VERB
giustiçia,NOUN
.,PUNCT
L,PRON
’,PUNCT
Union,NOUN
Europea,ADJ
a,PRON
l,PRON
’,PUNCT
à,VERB
dæto,VERB
a,PRON
luxe,NOUN
verde,ADJ
à,FUNC
l,PRON
’,PUNCT
accòrdio,NOUN
de,FUNC
libero,ADJ
commerçio,NOUN
co-o,FUNC
Mercosur,NOUN
",",PUNCT
l,PRON
’,PUNCT
organizzaçion,NOUN
sudamericaña,ADJ
ch,PRON
’,PUNCT
a,PRON
comprende,VERB
Braxî,NOUN
",",PUNCT
Argentiña,NOUN
",",PUNCT
Uruguay,NOUN
e,FUNC
Paraguay,NOUN
.,PUNCT
Ma,FUNC
çerti,PRON
Paixi,NOUN
an,VEBR
votou,VERB
contra,ADV
",",PUNCT
in,FUNC
particolâ,NOUN
Fransa,NOUN
",",PUNCT
Polònia,NOUN
",",PUNCT
Austria,NOUN
",",PUNCT
Ongaia,NOUN
e,FUNC
Irlanda,NOUN
.,PUNCT
L,PRON
’,PUNCT
inteisa,NOUN
a,PRON
saiàa,VERB
firmâ,VERB
a-i,FUNC
17,ADJ
de,FUNC
zenâ,NOUN
in,FUNC
Paraguay,NOUN
.,PUNCT
«,PUNCT
Un,PRON
accòrdio,NOUN
stòrico,ADJ
»,PUNCT
",",PUNCT
segondo,ADV
a,PRON
prescidente,NOUN
da,FUNC
Commiscion,NOUN
Ursula,NOUN
von,OTHER
der,OTHER
Leyen,NOUN
.,PUNCT
O,PRON
limite,NOUN
pe,FUNC
comensâ,VERB
de,FUNC
investigaçioin,NOUN
in,FUNC
scî,FUNC
produti,NOUN
agricoli,ADJ
in,FUNC
caxo,NOUN
de,FUNC
turbative,NOUN
do,FUNC
mercou,NOUN
o,PRON
l,PTON
’,PUNCY
é,VERB
stæto,VERB
asbasciou,VERB
dal,FUNC
’,PUNCT
8,ADJ
%,PUNCT
a-o,FUNC
5,ADJ
%,PUNCT
",",PUNCT
comme,ADV
domandou,VERB
da-i,FUNC
agricoltoî,NOUN
italien,ADJ
.,PUNCT
