SENTENCE,TEXT,POS,POS_GROUPED
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",Pretti,PROPN,NOUN
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",",",PUNCT,PUNCT
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",un,PROPN,NOUN
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",òmmo,VERB,VERB
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",de,ADP,FUNC
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",37,NUM,ADJ
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",anni,ADJ,ADJ
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",ch’o,PROPN,NOUN
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",fava,VERB,VERB
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",l’infermê,PROPN,NOUN
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",pe-i,PROPN,NOUN
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",veteren,NOUN,NOUN
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",e,CCONJ,FUNC
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",inte,ADJ,ADJ
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",quello,DET,PRON
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",momento,NOUN,NOUN
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",",",PUNCT,PUNCT
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",comme,NOUN,NOUN
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",se,PRON,PRON
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",vedde,VERB,VERB
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",da-i,PROPN,NOUN
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",video,ADJ,ADJ
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",",",PUNCT,PUNCT
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",o,DET,PRON
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",çercava,NOUN,NOUN
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",d’aggiuttâ,PROPN,NOUN
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",unna,VERB,VERB
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",dònna,PROPN,NOUN
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",sponciâ,PROPN,NOUN
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",in,PROPN,NOUN
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",tæra,VERB,VERB
"Dòppo a mòrte da Renée Good a-i 7 de zenâ, inte di scontri a-i 24 un agente o l’à sparou a-o Alex Jeffrey Pretti, un òmmo de 37 anni ch’o fava l’infermê pe-i veteren e inte quello momento, comme se vedde da-i video, o çercava d’aggiuttâ unna dònna sponciâ in tæra.",.,PUNCT,PUNCT
"Pe-o departimento pe-a seguessa interna, incangio, o l’à rexistio con violensa.",Pe-o,VERB,VERB
"Pe-o departimento pe-a seguessa interna, incangio, o l’à rexistio con violensa.",departimento,NOUN,NOUN
"Pe-o departimento pe-a seguessa interna, incangio, o l’à rexistio con violensa.",pe-a,PROPN,NOUN
"Pe-o departimento pe-a seguessa interna, incangio, o l’à rexistio con violensa.",seguessa,VERB,VERB
"Pe-o departimento pe-a seguessa interna, incangio, o l’à rexistio con violensa.",interna,ADJ,ADJ
"Pe-o departimento pe-a seguessa interna, incangio, o l’à rexistio con violensa.",",",PUNCT,PUNCT
"Pe-o departimento pe-a seguessa interna, incangio, o l’à rexistio con violensa.",incangio,NOUN,NOUN
"Pe-o departimento pe-a seguessa interna, incangio, o l’à rexistio con violensa.",",",PUNCT,PUNCT
"Pe-o departimento pe-a seguessa interna, incangio, o l’à rexistio con violensa.",o,DET,PRON
"Pe-o departimento pe-a seguessa interna, incangio, o l’à rexistio con violensa.",l’à,NOUN,NOUN
"Pe-o departimento pe-a seguessa interna, incangio, o l’à rexistio con violensa.",rexistio,ADJ,ADJ
"Pe-o departimento pe-a seguessa interna, incangio, o l’à rexistio con violensa.",con,PROPN,NOUN
"Pe-o departimento pe-a seguessa interna, incangio, o l’à rexistio con violensa.",violensa,ADJ,ADJ
"Pe-o departimento pe-a seguessa interna, incangio, o l’à rexistio con violensa.",.,PUNCT,PUNCT
O governatô o l’à domandou a-o Trump de ciantâ lì con ste operaçioin.,O,DET,PRON
O governatô o l’à domandou a-o Trump de ciantâ lì con ste operaçioin.,governatô,NOUN,NOUN
O governatô o l’à domandou a-o Trump de ciantâ lì con ste operaçioin.,o,DET,PRON
O governatô o l’à domandou a-o Trump de ciantâ lì con ste operaçioin.,l’à,NOUN,NOUN
O governatô o l’à domandou a-o Trump de ciantâ lì con ste operaçioin.,domandou,VERB,VERB
O governatô o l’à domandou a-o Trump de ciantâ lì con ste operaçioin.,a-o,VERB,VERB
O governatô o l’à domandou a-o Trump de ciantâ lì con ste operaçioin.,Trump,PROPN,NOUN
O governatô o l’à domandou a-o Trump de ciantâ lì con ste operaçioin.,de,ADP,FUNC
O governatô o l’à domandou a-o Trump de ciantâ lì con ste operaçioin.,ciantâ,PROPN,NOUN
O governatô o l’à domandou a-o Trump de ciantâ lì con ste operaçioin.,lì,ADJ,ADJ
O governatô o l’à domandou a-o Trump de ciantâ lì con ste operaçioin.,con,NOUN,NOUN
O governatô o l’à domandou a-o Trump de ciantâ lì con ste operaçioin.,ste,PROPN,NOUN
O governatô o l’à domandou a-o Trump de ciantâ lì con ste operaçioin.,operaçioin,PROPN,NOUN
O governatô o l’à domandou a-o Trump de ciantâ lì con ste operaçioin.,.,PUNCT,PUNCT
O prescidente o l’à averto a-o retio:,O,DET,PRON
O prescidente o l’à averto a-o retio:,prescidente,ADV,ADV
O prescidente o l’à averto a-o retio:,o,DET,PRON
O prescidente o l’à averto a-o retio:,l’à,NOUN,NOUN
O prescidente o l’à averto a-o retio:,averto,ADJ,ADJ
O prescidente o l’à averto a-o retio:,a-o,VERB,VERB
O prescidente o l’à averto a-o retio:,retio,NOUN,NOUN
O prescidente o l’à averto a-o retio:,:,PUNCT,PUNCT
"«À un çerto ponto se n’aniemo, emmo fæto un travaggio mäveggioso».

",«,PUNCT,PUNCT
"«À un çerto ponto se n’aniemo, emmo fæto un travaggio mäveggioso».

",À,PROPN,NOUN
"«À un çerto ponto se n’aniemo, emmo fæto un travaggio mäveggioso».

",un,PROPN,NOUN
"«À un çerto ponto se n’aniemo, emmo fæto un travaggio mäveggioso».

",çerto,ADJ,ADJ
"«À un çerto ponto se n’aniemo, emmo fæto un travaggio mäveggioso».

",ponto,NOUN,NOUN
"«À un çerto ponto se n’aniemo, emmo fæto un travaggio mäveggioso».

",se,SCONJ,FUNC
"«À un çerto ponto se n’aniemo, emmo fæto un travaggio mäveggioso».

",n’aniemo,PRON,PRON
"«À un çerto ponto se n’aniemo, emmo fæto un travaggio mäveggioso».

",",",PUNCT,PUNCT
"«À un çerto ponto se n’aniemo, emmo fæto un travaggio mäveggioso».

",emmo,VERB,VERB
"«À un çerto ponto se n’aniemo, emmo fæto un travaggio mäveggioso».

",fæto,ADV,ADV
"«À un çerto ponto se n’aniemo, emmo fæto un travaggio mäveggioso».

",un,PROPN,NOUN
"«À un çerto ponto se n’aniemo, emmo fæto un travaggio mäveggioso».

",travaggio,NOUN,NOUN
"«À un çerto ponto se n’aniemo, emmo fæto un travaggio mäveggioso».

",mäveggioso,ADJ,ADJ
"«À un çerto ponto se n’aniemo, emmo fæto un travaggio mäveggioso».

",»,PUNCT,PUNCT
"«À un çerto ponto se n’aniemo, emmo fæto un travaggio mäveggioso».

",.,PUNCT,PUNCT
"«À un çerto ponto se n’aniemo, emmo fæto un travaggio mäveggioso».

","

",SPACE,OTHER
O prescidente american Donald Trump o l’à annonçiou a tregua do zeo in Ucraina:,O,DET,PRON
O prescidente american Donald Trump o l’à annonçiou a tregua do zeo in Ucraina:,prescidente,ADJ,ADJ
O prescidente american Donald Trump o l’à annonçiou a tregua do zeo in Ucraina:,american,PROPN,NOUN
O prescidente american Donald Trump o l’à annonçiou a tregua do zeo in Ucraina:,Donald,PROPN,NOUN
O prescidente american Donald Trump o l’à annonçiou a tregua do zeo in Ucraina:,Trump,PROPN,NOUN
O prescidente american Donald Trump o l’à annonçiou a tregua do zeo in Ucraina:,o,DET,PRON
O prescidente american Donald Trump o l’à annonçiou a tregua do zeo in Ucraina:,l’à,PROPN,NOUN
O prescidente american Donald Trump o l’à annonçiou a tregua do zeo in Ucraina:,annonçiou,VERB,VERB
O prescidente american Donald Trump o l’à annonçiou a tregua do zeo in Ucraina:,a,DET,PRON
O prescidente american Donald Trump o l’à annonçiou a tregua do zeo in Ucraina:,tregua,NOUN,NOUN
O prescidente american Donald Trump o l’à annonçiou a tregua do zeo in Ucraina:,do,ADP,FUNC
O prescidente american Donald Trump o l’à annonçiou a tregua do zeo in Ucraina:,zeo,PROPN,NOUN
O prescidente american Donald Trump o l’à annonçiou a tregua do zeo in Ucraina:,in,X,OTHER
O prescidente american Donald Trump o l’à annonçiou a tregua do zeo in Ucraina:,Ucraina,PROPN,NOUN
O prescidente american Donald Trump o l’à annonçiou a tregua do zeo in Ucraina:,:,PUNCT,PUNCT
«Ò domandou a-o Putin de no sparâ pe unna settemaña,«,PUNCT,PUNCT
«Ò domandou a-o Putin de no sparâ pe unna settemaña,Ò,PROPN,NOUN
«Ò domandou a-o Putin de no sparâ pe unna settemaña,domandou,VERB,VERB
«Ò domandou a-o Putin de no sparâ pe unna settemaña,a-o,VERB,VERB
«Ò domandou a-o Putin de no sparâ pe unna settemaña,Putin,PROPN,NOUN
«Ò domandou a-o Putin de no sparâ pe unna settemaña,de,ADP,FUNC
«Ò domandou a-o Putin de no sparâ pe unna settemaña,no,ADP,FUNC
«Ò domandou a-o Putin de no sparâ pe unna settemaña,sparâ,NOUN,NOUN
«Ò domandou a-o Putin de no sparâ pe unna settemaña,pe,ADP,FUNC
«Ò domandou a-o Putin de no sparâ pe unna settemaña,unna,PROPN,NOUN
«Ò domandou a-o Putin de no sparâ pe unna settemaña,settemaña,VERB,VERB
za che gh’é freido e lê o l’à açettou».,za,PRON,PRON
za che gh’é freido e lê o l’à açettou».,che,VERB,VERB
za che gh’é freido e lê o l’à açettou».,gh’é,ADV,ADV
za che gh’é freido e lê o l’à açettou».,freido,VERB,VERB
za che gh’é freido e lê o l’à açettou».,e,CCONJ,FUNC
za che gh’é freido e lê o l’à açettou».,lê,VERB,VERB
za che gh’é freido e lê o l’à açettou».,o,DET,PRON
za che gh’é freido e lê o l’à açettou».,l’à,NOUN,NOUN
za che gh’é freido e lê o l’à açettou».,açettou,VERB,VERB
za che gh’é freido e lê o l’à açettou».,»,PUNCT,PUNCT
za che gh’é freido e lê o l’à açettou».,.,PUNCT,PUNCT
"O Cremlin, però, o l’à frenou:",O,DET,PRON
"O Cremlin, però, o l’à frenou:",Cremlin,PROPN,NOUN
"O Cremlin, però, o l’à frenou:",",",PUNCT,PUNCT
"O Cremlin, però, o l’à frenou:",però,VERB,VERB
"O Cremlin, però, o l’à frenou:",",",PUNCT,PUNCT
"O Cremlin, però, o l’à frenou:",o,DET,PRON
"O Cremlin, però, o l’à frenou:",l’à,PROPN,NOUN
"O Cremlin, però, o l’à frenou:",frenou,VERB,VERB
"O Cremlin, però, o l’à frenou:",:,PUNCT,PUNCT
"«Sospendiemo i attacchi solo in sce Kiev, no da-e atre parte».",«,PUNCT,PUNCT
"«Sospendiemo i attacchi solo in sce Kiev, no da-e atre parte».",Sospendiemo,PROPN,NOUN
"«Sospendiemo i attacchi solo in sce Kiev, no da-e atre parte».",i,PROPN,NOUN
"«Sospendiemo i attacchi solo in sce Kiev, no da-e atre parte».",attacchi,PROPN,NOUN
"«Sospendiemo i attacchi solo in sce Kiev, no da-e atre parte».",solo,PROPN,NOUN
"«Sospendiemo i attacchi solo in sce Kiev, no da-e atre parte».",in,PROPN,NOUN
"«Sospendiemo i attacchi solo in sce Kiev, no da-e atre parte».",sce,VERB,VERB
"«Sospendiemo i attacchi solo in sce Kiev, no da-e atre parte».",Kiev,PROPN,NOUN
"«Sospendiemo i attacchi solo in sce Kiev, no da-e atre parte».",",",PUNCT,PUNCT
"«Sospendiemo i attacchi solo in sce Kiev, no da-e atre parte».",no,ADP,FUNC
"«Sospendiemo i attacchi solo in sce Kiev, no da-e atre parte».",da-e,NOUN,NOUN
"«Sospendiemo i attacchi solo in sce Kiev, no da-e atre parte».",atre,ADJ,ADJ
"«Sospendiemo i attacchi solo in sce Kiev, no da-e atre parte».",parte,NOUN,NOUN
"«Sospendiemo i attacchi solo in sce Kiev, no da-e atre parte».",»,PUNCT,PUNCT
"«Sospendiemo i attacchi solo in sce Kiev, no da-e atre parte».",.,PUNCT,PUNCT
Inta capitale miggiæa de persoñe son sensa rescädamento con temperatue fin à 30 graddi sotta o zero.,Inta,VERB,VERB
Inta capitale miggiæa de persoñe son sensa rescädamento con temperatue fin à 30 graddi sotta o zero.,capitale,VERB,VERB
Inta capitale miggiæa de persoñe son sensa rescädamento con temperatue fin à 30 graddi sotta o zero.,miggiæa,NOUN,NOUN
Inta capitale miggiæa de persoñe son sensa rescädamento con temperatue fin à 30 graddi sotta o zero.,de,ADP,FUNC
Inta capitale miggiæa de persoñe son sensa rescädamento con temperatue fin à 30 graddi sotta o zero.,persoñe,VERB,VERB
Inta capitale miggiæa de persoñe son sensa rescädamento con temperatue fin à 30 graddi sotta o zero.,son,PROPN,NOUN
Inta capitale miggiæa de persoñe son sensa rescädamento con temperatue fin à 30 graddi sotta o zero.,sensa,VERB,VERB
Inta capitale miggiæa de persoñe son sensa rescädamento con temperatue fin à 30 graddi sotta o zero.,rescädamento,NOUN,NOUN
Inta capitale miggiæa de persoñe son sensa rescädamento con temperatue fin à 30 graddi sotta o zero.,con,PROPN,NOUN
Inta capitale miggiæa de persoñe son sensa rescädamento con temperatue fin à 30 graddi sotta o zero.,temperatue,ADJ,ADJ
Inta capitale miggiæa de persoñe son sensa rescädamento con temperatue fin à 30 graddi sotta o zero.,fin,NOUN,NOUN
Inta capitale miggiæa de persoñe son sensa rescädamento con temperatue fin à 30 graddi sotta o zero.,à,ADP,FUNC
Inta capitale miggiæa de persoñe son sensa rescädamento con temperatue fin à 30 graddi sotta o zero.,30,NUM,ADJ
Inta capitale miggiæa de persoñe son sensa rescädamento con temperatue fin à 30 graddi sotta o zero.,graddi,NOUN,NOUN
Inta capitale miggiæa de persoñe son sensa rescädamento con temperatue fin à 30 graddi sotta o zero.,sotta,ADJ,ADJ
Inta capitale miggiæa de persoñe son sensa rescädamento con temperatue fin à 30 graddi sotta o zero.,o,DET,PRON
Inta capitale miggiæa de persoñe son sensa rescädamento con temperatue fin à 30 graddi sotta o zero.,zero,NUM,ADJ
Inta capitale miggiæa de persoñe son sensa rescädamento con temperatue fin à 30 graddi sotta o zero.,.,PUNCT,PUNCT
Intanto o Trump o l’à menassou torna l’Iran:,Intanto,NOUN,NOUN
Intanto o Trump o l’à menassou torna l’Iran:,o,DET,PRON
Intanto o Trump o l’à menassou torna l’Iran:,Trump,PROPN,NOUN
Intanto o Trump o l’à menassou torna l’Iran:,o,DET,PRON
Intanto o Trump o l’à menassou torna l’Iran:,l’à,PROPN,NOUN
Intanto o Trump o l’à menassou torna l’Iran:,menassou,VERB,VERB
Intanto o Trump o l’à menassou torna l’Iran:,torna,VERB,VERB
Intanto o Trump o l’à menassou torna l’Iran:,l’Iran,NOUN,NOUN
Intanto o Trump o l’à menassou torna l’Iran:,:,PUNCT,PUNCT
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",«,PUNCT,PUNCT
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",Sensa,PROPN,NOUN
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",un,PROPN,NOUN
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",accòrdio,PROPN,NOUN
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",in,PROPN,NOUN
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",sciô,VERB,VERB
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",nucleare,ADJ,ADJ
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",",",PUNCT,PUNCT
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",l’attacco,PROPN,NOUN
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",ch’o,PROPN,NOUN
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",vëgne,VERB,VERB
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",o,DET,PRON
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",saià,NOUN,NOUN
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",ben,PROPN,NOUN
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",ben,PROPN,NOUN
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",pezo,NOUN,NOUN
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",de,ADP,FUNC
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",quello,PROPN,NOUN
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",de,ADP,FUNC
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",zugno,NOUN,NOUN
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",»,PUNCT,PUNCT
"«Sensa un accòrdio in sciô nucleare, l’attacco ch’o vëgne o saià ben ben pezo de quello de zugno».",.,PUNCT,PUNCT
"«Inte sto caxo reagiemo comme no emmo mai fæto primma», a replica de Teheran.",«,PUNCT,PUNCT
"«Inte sto caxo reagiemo comme no emmo mai fæto primma», a replica de Teheran.",Inte,ADJ,ADJ
"«Inte sto caxo reagiemo comme no emmo mai fæto primma», a replica de Teheran.",sto,NOUN,NOUN
"«Inte sto caxo reagiemo comme no emmo mai fæto primma», a replica de Teheran.",caxo,VERB,VERB
"«Inte sto caxo reagiemo comme no emmo mai fæto primma», a replica de Teheran.",reagiemo,ADJ,ADJ
"«Inte sto caxo reagiemo comme no emmo mai fæto primma», a replica de Teheran.",comme,ADJ,ADJ
"«Inte sto caxo reagiemo comme no emmo mai fæto primma», a replica de Teheran.",no,ADP,FUNC
"«Inte sto caxo reagiemo comme no emmo mai fæto primma», a replica de Teheran.",emmo,ADJ,ADJ
"«Inte sto caxo reagiemo comme no emmo mai fæto primma», a replica de Teheran.",mai,NOUN,NOUN
"«Inte sto caxo reagiemo comme no emmo mai fæto primma», a replica de Teheran.",fæto,ADV,ADV
"«Inte sto caxo reagiemo comme no emmo mai fæto primma», a replica de Teheran.",primma,ADV,ADV
"«Inte sto caxo reagiemo comme no emmo mai fæto primma», a replica de Teheran.",»,PUNCT,PUNCT
"«Inte sto caxo reagiemo comme no emmo mai fæto primma», a replica de Teheran.",",",PUNCT,PUNCT
"«Inte sto caxo reagiemo comme no emmo mai fæto primma», a replica de Teheran.",a,DET,PRON
"«Inte sto caxo reagiemo comme no emmo mai fæto primma», a replica de Teheran.",replica,NOUN,NOUN
"«Inte sto caxo reagiemo comme no emmo mai fæto primma», a replica de Teheran.",de,ADP,FUNC
"«Inte sto caxo reagiemo comme no emmo mai fæto primma», a replica de Teheran.",Teheran,PROPN,NOUN
"«Inte sto caxo reagiemo comme no emmo mai fæto primma», a replica de Teheran.",.,PUNCT,PUNCT
"L’Union europea a l’à misso i pasdaran inta lista de organizzaçioin terroristiche.

",L’Union,PROPN,NOUN
"L’Union europea a l’à misso i pasdaran inta lista de organizzaçioin terroristiche.

",europea,VERB,VERB
