SENTENCE,TEXT,POS_GE,POS_IT,POS_FR,POS_PT
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",’,PUNCT,NA,NA,NA
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",é,VERB,NOUN,FUNC,NA
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",indagou,VERB,VERB,ADJ,VERB
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",da-a,FUNC,NA,NA,NOUN
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",Procua,NOUN,NOUN,VERB,NOUN
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",de,FUNC,FUNC,FUNC,FUNC
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",Romma,NOUN,NOUN,NOUN,NOUN
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",",",PUNCT,PUNCT,PUNCT,PUNCT
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",insemme,ADV,NOUN,NOUN,VERB
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",con,FUNC,FUNC,PRON,NOUN
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",tutto,NOUN,PRON,ADJ,NOUN
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",o,PRON,FUNC,FUNC,PRON
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",Collegio,NOUN,NOUN,NOUN,NOUN
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",",",PUNCT,PUNCT,PUNCT,PUNCT
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",pe,FUNC,PRON,FUNC,FUNC
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",corruçion,NOUN,NOUN,NOUN,NOUN
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",e,FUNC,FUNC,NOUN,FUNC
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",destornaçion,NOUN,NOUN,NOUN,NOUN
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",de,FUNC,FUNC,FUNC,FUNC
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",dinæ,NOUN,NOUN,NOUN,NOUN
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",pubrichi,ADJ,NOUN,ADJ,VERB
"O prescidente de l’Autoritæ garante pe-a proteçion di dæti personali Pasquale Stanzione o l’é indagou da-a Procua de Romma, insemme con tutto o Collegio, pe corruçion e destornaçion de dinæ pubrichi.",.,PUNCT,PUNCT,PUNCT,PUNCT
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",L,PRON,NA,NA,NA
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",’,PUNCT,NA,NA,NA
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",investigaçion,NOUN,NOUN,NOUN,NA
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",a,PRON,FUNC,VERB,FUNC
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",l,PRON,NA,NA,NA
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",’,PUNCT,NA,NA,NA
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",ea,VERB,NOUN,FUNC,NA
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",stæta,VERB,NOUN,VERB,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",inandiâ,VERB,ADJ,ADJ,VERB
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",inti,FUNC,NOUN,PRON,VERB
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",meixi,NOUN,NOUN,VERB,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",passæ,ADJ,PRON,ADJ,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",dòppo,ADV,NOUN,VERB,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",di,FUNC,FUNC,FUNC,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",serviçi,NOUN,ADV,ADJ,VERB
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",mandæ,ADJ,VERB,NOUN,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",in,FUNC,FUNC,FUNC,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",onda,NOUN,NOUN,NOUN,ADJ
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",da,FUNC,FUNC,ADJ,FUNC
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",Report,OTHER,NOUN,NOUN,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",",",PUNCT,PUNCT,PUNCT,PUNCT
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",a-i,FUNC,NA,NA,VERB
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",15,ADJ,ADJ,PRON,ADJ
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",de,FUNC,FUNC,FUNC,FUNC
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",zenâ,NOUN,NOUN,NOUN,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",gh,PRON,NA,NA,NA
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",’,PUNCT,NA,NA,NA
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",é,VERB,VERB,FUNC,NA
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",stæto,VERB,VERB,NOUN,VERB
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",ascì,ADV,VERB,NOUN,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",de,FUNC,FUNC,FUNC,FUNC
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",perquixiçioin,NOUN,OTHER,NOUN,NOUN
"L’investigaçion a l’ea stæta inandiâ inti meixi passæ dòppo di serviçi mandæ in onda da Report, a-i 15 de zenâ gh’é stæto ascì de perquixiçioin.",.,PUNCT,PUNCT,PUNCT,PUNCT
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",Pe,FUNC,NOUN,ADV,NOUN
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",l,PRON,NA,NA,NA
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",’,PUNCT,NA,NA,NA
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",accusa,NOUN,VERB,VERB,NA
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",i,PRON,PRON,ADJ,FUNC
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",indagæ,NOUN,NOUN,NOUN,NOUN
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",avieivan,VERB,ADJ,ADJ,NOUN
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",reçevuo,VERB,NOUN,ADJ,ADJ
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",de,FUNC,FUNC,FUNC,FUNC
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",tessie,NOUN,NOUN,NOUN,NOUN
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",de,FUNC,FUNC,FUNC,FUNC
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",l,PRON,NA,NA,NA
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",’,PUNCT,NA,NA,NA
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",Ita,OTHER,NOUN,NOUN,NA
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",Airways,OTHER,NOUN,NOUN,NOUN
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",in,FUNC,FUNC,OTHER,ADV
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",cangio,NOUN,NOUN,VERB,NOUN
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",de,FUNC,FUNC,FUNC,FUNC
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",unna,PRON,NOUN,PRON,NOUN
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",sançion,NOUN,NOUN,NOUN,NOUN
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",mancâ,ADJ,ADJ,NOUN,NOUN
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",",",PUNCT,PUNCT,PUNCT,PUNCT
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",e,FUNC,FUNC,OTHER,FUNC
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",avieivan,VERB,VERB,ADJ,NOUN
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",fæto,VERB,NOUN,ADJ,ADV
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",de,FUNC,FUNC,FUNC,FUNC
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",speise,NOUN,ADJ,NOUN,NOUN
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",–,PUNCT,PUNCT,NOUN,PUNCT
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",comme,ADV,NOUN,FUNC,ADJ
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",röba,NOUN,VERB,NOUN,NOUN
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",da,FUNC,FUNC,ADJ,FUNC
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",mangiâ,VERB,NOUN,NOUN,NOUN
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",",",PUNCT,PUNCT,PUNCT,PUNCT
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",appontamenti,NOUN,NOUN,ADJ,VERB
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",da-o,FUNC,NA,NA,NOUN
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",perrucchê,NOUN,OTHER,NOUN,VERB
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",",",PUNCT,PUNCT,PUNCT,PUNCT
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",viægi,NOUN,NOUN,ADJ,ADJ
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",e,FUNC,FUNC,NOUN,FUNC
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",aberghi,NOUN,NOUN,VERB,ADJ
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",à,FUNC,OTHER,FUNC,FUNC
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",çinque,ADJ,PRON,NOUN,PRON
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",stelle,NOUN,NOUN,ADJ,NOUN
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",–,PUNCT,PUNCT,ADJ,PUNCT
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",co-i,FUNC,NA,VERB,NOUN
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",dinæ,NOUN,NOUN,NOUN,VERB
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",de,FUNC,PRON,FUNC,FUNC
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",l,PRON,NA,NA,NA
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",’,PUNCT,NA,NA,NA
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",Autoritæ,NOUN,NOUN,NOUN,NA
"Pe l’accusa i indagæ avieivan reçevuo de tessie de l’Ita Airways in cangio de unna sançion mancâ, e avieivan fæto de speise – comme röba da mangiâ, appontamenti da-o perrucchê, viægi e aberghi à çinque stelle – co-i dinæ de l’Autoritæ.",.,PUNCT,PUNCT,PUNCT,PUNCT
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",«,PUNCT,PUNCT,PUNCT,PUNCT
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",Ninte,PRON,ADV,NOUN,NOUN
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",dimiscioin,NOUN,VERB,OTHER,VERB
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",",",PUNCT,PUNCT,PUNCT,PUNCT
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",anemmo,VERB,VERB,NOUN,NOUN
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",avanti,ADV,ADV,ADJ,NOUN
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",»,PUNCT,PUNCT,PUNCT,PUNCT
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",",",PUNCT,PUNCT,PUNCT,PUNCT
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",a,PRON,FUNC,VERB,PRON
"«Ninte dimiscioin, anemmo avanti», a deciaraçion do Collegio.",deciaraçion,NOUN,NOUN,NOUN,NOUN
